1.0 0:1 38290:1  58013:1.0  
1.0 12:1 28789:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
1.0 12:1 29646:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
1.0 12:1 30461:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
1.0 12:1 28585:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
1.0 12:1 31253:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
1.0 12:1 31524:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
1.0 12:1 32634:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
1.0 12:1 33688:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
1.0 12:1 35355:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
1.0 12:1 37700:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
1.0 12:1 38881:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
1.0 12:1 39006:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
1.0 12:1 39735:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
1.0 12:1 40645:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
1.0 12:1 41770:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
1.0 13:1 26219:1  45942:0.57735026919 47350:0.57735026919 48195:0.57735026919  
1.0 13:1 27627:1  45942:0.57735026919 47350:0.57735026919 48195:0.57735026919  
1.0 13:1 27627:1  45942:0.57735026919 47350:0.57735026919 48195:0.57735026919  
1.0 13:1 28472:1  45942:0.57735026919 47350:0.57735026919 48195:0.57735026919  
1.0 14:1 24053:1  43776:1.0  
1.0 14:1 24053:1  43776:1.0  
1.0 15:1 24666:1  44389:0.22360679775 44295:0.22360679775 44394:0.22360679775 44820:0.22360679775 44706:0.22360679775 47411:0.22360679775 47554:0.22360679775 46852:0.22360679775 48580:0.22360679775 50565:0.22360679775 50904:0.22360679775 50981:0.22360679775 52172:0.22360679775 53867:0.22360679775 54393:0.22360679775 55376:0.22360679775 57397:0.22360679775 57381:0.22360679775 61617:0.22360679775 61903:0.22360679775  
1.0 15:1 24572:1  44389:0.22360679775 44295:0.22360679775 44394:0.22360679775 44820:0.22360679775 44706:0.22360679775 47411:0.22360679775 47554:0.22360679775 46852:0.22360679775 48580:0.22360679775 50565:0.22360679775 50904:0.22360679775 50981:0.22360679775 52172:0.22360679775 53867:0.22360679775 54393:0.22360679775 55376:0.22360679775 57397:0.22360679775 57381:0.22360679775 61617:0.22360679775 61903:0.22360679775  
1.0 15:1 24671:1  44389:0.22360679775 44295:0.22360679775 44394:0.22360679775 44820:0.22360679775 44706:0.22360679775 47411:0.22360679775 47554:0.22360679775 46852:0.22360679775 48580:0.22360679775 50565:0.22360679775 50904:0.22360679775 50981:0.22360679775 52172:0.22360679775 53867:0.22360679775 54393:0.22360679775 55376:0.22360679775 57397:0.22360679775 57381:0.22360679775 61617:0.22360679775 61903:0.22360679775  
1.0 15:1 25097:1  44389:0.22360679775 44295:0.22360679775 44394:0.22360679775 44820:0.22360679775 44706:0.22360679775 47411:0.22360679775 47554:0.22360679775 46852:0.22360679775 48580:0.22360679775 50565:0.22360679775 50904:0.22360679775 50981:0.22360679775 52172:0.22360679775 53867:0.22360679775 54393:0.22360679775 55376:0.22360679775 57397:0.22360679775 57381:0.22360679775 61617:0.22360679775 61903:0.22360679775  
1.0 15:1 24983:1  44389:0.22360679775 44295:0.22360679775 44394:0.22360679775 44820:0.22360679775 44706:0.22360679775 47411:0.22360679775 47554:0.22360679775 46852:0.22360679775 48580:0.22360679775 50565:0.22360679775 50904:0.22360679775 50981:0.22360679775 52172:0.22360679775 53867:0.22360679775 54393:0.22360679775 55376:0.22360679775 57397:0.22360679775 57381:0.22360679775 61617:0.22360679775 61903:0.22360679775  
1.0 15:1 27688:1  44389:0.22360679775 44295:0.22360679775 44394:0.22360679775 44820:0.22360679775 44706:0.22360679775 47411:0.22360679775 47554:0.22360679775 46852:0.22360679775 48580:0.22360679775 50565:0.22360679775 50904:0.22360679775 50981:0.22360679775 52172:0.22360679775 53867:0.22360679775 54393:0.22360679775 55376:0.22360679775 57397:0.22360679775 57381:0.22360679775 61617:0.22360679775 61903:0.22360679775  
1.0 15:1 27831:1  44389:0.22360679775 44295:0.22360679775 44394:0.22360679775 44820:0.22360679775 44706:0.22360679775 47411:0.22360679775 47554:0.22360679775 46852:0.22360679775 48580:0.22360679775 50565:0.22360679775 50904:0.22360679775 50981:0.22360679775 52172:0.22360679775 53867:0.22360679775 54393:0.22360679775 55376:0.22360679775 57397:0.22360679775 57381:0.22360679775 61617:0.22360679775 61903:0.22360679775  
1.0 15:1 27129:1  44389:0.22360679775 44295:0.22360679775 44394:0.22360679775 44820:0.22360679775 44706:0.22360679775 47411:0.22360679775 47554:0.22360679775 46852:0.22360679775 48580:0.22360679775 50565:0.22360679775 50904:0.22360679775 50981:0.22360679775 52172:0.22360679775 53867:0.22360679775 54393:0.22360679775 55376:0.22360679775 57397:0.22360679775 57381:0.22360679775 61617:0.22360679775 61903:0.22360679775  
1.0 15:1 27129:1  44389:0.22360679775 44295:0.22360679775 44394:0.22360679775 44820:0.22360679775 44706:0.22360679775 47411:0.22360679775 47554:0.22360679775 46852:0.22360679775 48580:0.22360679775 50565:0.22360679775 50904:0.22360679775 50981:0.22360679775 52172:0.22360679775 53867:0.22360679775 54393:0.22360679775 55376:0.22360679775 57397:0.22360679775 57381:0.22360679775 61617:0.22360679775 61903:0.22360679775  
1.0 15:1 28857:1  44389:0.22360679775 44295:0.22360679775 44394:0.22360679775 44820:0.22360679775 44706:0.22360679775 47411:0.22360679775 47554:0.22360679775 46852:0.22360679775 48580:0.22360679775 50565:0.22360679775 50904:0.22360679775 50981:0.22360679775 52172:0.22360679775 53867:0.22360679775 54393:0.22360679775 55376:0.22360679775 57397:0.22360679775 57381:0.22360679775 61617:0.22360679775 61903:0.22360679775  
1.0 15:1 30842:1  44389:0.22360679775 44295:0.22360679775 44394:0.22360679775 44820:0.22360679775 44706:0.22360679775 47411:0.22360679775 47554:0.22360679775 46852:0.22360679775 48580:0.22360679775 50565:0.22360679775 50904:0.22360679775 50981:0.22360679775 52172:0.22360679775 53867:0.22360679775 54393:0.22360679775 55376:0.22360679775 57397:0.22360679775 57381:0.22360679775 61617:0.22360679775 61903:0.22360679775  
1.0 15:1 31181:1  44389:0.22360679775 44295:0.22360679775 44394:0.22360679775 44820:0.22360679775 44706:0.22360679775 47411:0.22360679775 47554:0.22360679775 46852:0.22360679775 48580:0.22360679775 50565:0.22360679775 50904:0.22360679775 50981:0.22360679775 52172:0.22360679775 53867:0.22360679775 54393:0.22360679775 55376:0.22360679775 57397:0.22360679775 57381:0.22360679775 61617:0.22360679775 61903:0.22360679775  
1.0 15:1 31258:1  44389:0.22360679775 44295:0.22360679775 44394:0.22360679775 44820:0.22360679775 44706:0.22360679775 47411:0.22360679775 47554:0.22360679775 46852:0.22360679775 48580:0.22360679775 50565:0.22360679775 50904:0.22360679775 50981:0.22360679775 52172:0.22360679775 53867:0.22360679775 54393:0.22360679775 55376:0.22360679775 57397:0.22360679775 57381:0.22360679775 61617:0.22360679775 61903:0.22360679775  
1.0 15:1 32449:1  44389:0.22360679775 44295:0.22360679775 44394:0.22360679775 44820:0.22360679775 44706:0.22360679775 47411:0.22360679775 47554:0.22360679775 46852:0.22360679775 48580:0.22360679775 50565:0.22360679775 50904:0.22360679775 50981:0.22360679775 52172:0.22360679775 53867:0.22360679775 54393:0.22360679775 55376:0.22360679775 57397:0.22360679775 57381:0.22360679775 61617:0.22360679775 61903:0.22360679775  
1.0 15:1 34144:1  44389:0.22360679775 44295:0.22360679775 44394:0.22360679775 44820:0.22360679775 44706:0.22360679775 47411:0.22360679775 47554:0.22360679775 46852:0.22360679775 48580:0.22360679775 50565:0.22360679775 50904:0.22360679775 50981:0.22360679775 52172:0.22360679775 53867:0.22360679775 54393:0.22360679775 55376:0.22360679775 57397:0.22360679775 57381:0.22360679775 61617:0.22360679775 61903:0.22360679775  
1.0 15:1 34670:1  44389:0.22360679775 44295:0.22360679775 44394:0.22360679775 44820:0.22360679775 44706:0.22360679775 47411:0.22360679775 47554:0.22360679775 46852:0.22360679775 48580:0.22360679775 50565:0.22360679775 50904:0.22360679775 50981:0.22360679775 52172:0.22360679775 53867:0.22360679775 54393:0.22360679775 55376:0.22360679775 57397:0.22360679775 57381:0.22360679775 61617:0.22360679775 61903:0.22360679775  
1.0 15:1 35653:1  44389:0.22360679775 44295:0.22360679775 44394:0.22360679775 44820:0.22360679775 44706:0.22360679775 47411:0.22360679775 47554:0.22360679775 46852:0.22360679775 48580:0.22360679775 50565:0.22360679775 50904:0.22360679775 50981:0.22360679775 52172:0.22360679775 53867:0.22360679775 54393:0.22360679775 55376:0.22360679775 57397:0.22360679775 57381:0.22360679775 61617:0.22360679775 61903:0.22360679775  
1.0 15:1 35653:1  44389:0.22360679775 44295:0.22360679775 44394:0.22360679775 44820:0.22360679775 44706:0.22360679775 47411:0.22360679775 47554:0.22360679775 46852:0.22360679775 48580:0.22360679775 50565:0.22360679775 50904:0.22360679775 50981:0.22360679775 52172:0.22360679775 53867:0.22360679775 54393:0.22360679775 55376:0.22360679775 57397:0.22360679775 57381:0.22360679775 61617:0.22360679775 61903:0.22360679775  
